OYO 9388 Yash Hotel,"Near Choradiya Petrol Pump, Jaipur",1201,4
OYO 2326 Hotel Star Plaza,"Opp. Railway Station, Fateh Singh Market, Jaipur",1201,4
OYO 2289 Hotel Radha Palace,"Opp. Ganpati Plaza, MI Road, Jaipur",1201,4
OYO 13083 Hotel Lovely Inn,"Malviya nagar opposite NWR headquarters, Jaipur",4999,4
OYO 10325 Hotel Grand Harshal,"Malviya Nagar Industrial Area, Malviya Nagar, Jaipur",1201,4
OYO 6715 Harpalsar Haveli,"Behind Laxmi Narayan Temple, Vaishali Nagar, Jaipur",1201,4.1
OYO 10347 Hotel Deepak,"Vasudev Marg, Subash Nagar, Shastri Nagar, Jaipur",1201,New
OYO 6708 Holiday Heaven Resort,"New Sanganer Road, Mansarovar, Jaipur",1201,New
OYO 871 Hotel Jaipur City,"Himmat Nagar, Jaipur",1201,4
OYO 10864 Hotel Fernweh Homestay,"Sidharth Nagar, Near Airport, Jaipur",1201,4
OYO 9140 Maharana Greens,"Jaipur-Delhi Highway, Kukas, Jaipur",1201,4
OYO 10122 Shanti Vilas,"Rana Pratap Nagar, Near to Triton Mall, Jhotwara, Jaipur",1201,4
OYO 648 Hotel Royal Ecstasy,"Tonk Road, Jaipur",1201,4.2
OYO 11389 Hotel NG Palace,"Karbla Road, Ramgarh Mod, Jaipur",1201,4.2
OYO 2882 Hotel Jaipur Heritage,"Opp. Bharmpuri Police Station, Main Amer Road, Jaipur",1201,4.3
OYO 12086 Hotel Panchsheel,"Ajmer Road, Jaipur",1201,4.3
OYO 12957 Hotel Silver Plaza,"66, 67, Near Science Park, Subhash Nagar, Shastri Nagar, Jaipur, Jaipur",4999,New
OYO 647 Hotel Chetram,"Main Sikar Road, Jaipur",1201,4.3
OYO 3457 Hotel Sky Heights,"Near Hanuman Dhaba, gali number 2, Jaipur",1201,4.3
OYO 2070 Hotel Shri Laxmi Palace,"New Sanganer Road, Sodala, Jaipur",1201,4.3
OYO 11923 Hotel Rajdhani Palace,"F-301, Shyam Path, New Sanganer Road, Sodala, Shyam Nagar, Jaipur",4999,4.3
OYO 352 Hotel DRS 8586 Haveli,"Near WTP, Adinath Nagar, Jaipur",1201,4.8
OYO 9596 Hotel Radha Nikunj Residency,"Shri Gopal Nagar, Gopalpura Bypass, Jaipur",1201,4.8
OYO 8819 Hotel Shiv Aangan,"Near Polovictory, Kanti Nagar, Jaipur",1201,4.6
OYO 10391 Hotel Royal Sunshine,"Plot No. 167, Jhumar Lal Ji Ki Bagichi, Near Polo Victory Cinema, , Sindhi Camp, Jaipur, Rajasthan 302001, India, Jaipur",1201,4.6
OYO 5372 Hotel Silver Pride,"Maharani Farm Durgapura, Jaipur, Jaipur",1535,New
OYO 1060 Hotel Rahwaas,"Opp. Fortis Hospital, JLN marg, Jaipur",1201,New
OYO 10282 Hotel Rishi,"Dhuleshwar Garden, Opp. Gopal Bari, Ajmer Rd, Hathroi, Jaipur",1201,New
OYO 10228 Hotel Chandramouli,"Near Jaipur Railway Station, Ajmer Road, Kalwar Scheme, Gopalbari, Jaipur",1201,4.6
OYO 11401 Hotel Malhotra,"Laxmi Narayan Puri, Opp. Meena Petrol Pump, Jaipur-Delhi Highway, Jaipur",1201,4.6
OYO 1714 Hotel RnB City Center,"Near Rajputana Shereton, Hasanpura Flyover, Jaipur",4999,4.6
OYO 12505 Hotel MJ,"Opp. Jama Masjid, Main Bus Stand, Jagatpura Road, kho Nagorian, Jaipur",4999,4.6
OYO 5166 Castle Lalpura,"Near Ganpati Plaza Mall, Sansar Chandra Road, Jaipur",1291,4.3
